放弃,69
计入,22
诚信,8
同利,6
物业,9
物业管理,6
医疗保障,2
买车,17
萨特,17
帕萨特,17
样子,25
标准,30
班,7
追求,30
求进,30
追求进步,30
买卖,2
股票,12
不去,15
省属,68
委办,40
付,5
稳定,29
定性,29
稳定性,29
jijjin,5
取消,386
Career,299
Servant,299
发文,315
权限,306
qaaa,1
qazwsxedc888,3
wangjh1982,1
萝卜,83
坑多,2
补齐,4
人选,65
选人,33
臭鱼,2
配烂,2
虾,2
怕苦,2
不怕苦,2
怕累,2
不怕累,2
越来,119
越来越,119
脱节,44
听闻,3
一次性,3
两级,3
三本,7
官宣,4
机会,158
逆袭,8
调任,29
补缴,3
sos,2
政府部门,16
这段,8
这段话,7
整理,6
命比纸薄,6
空话,6
董事,60
董事长,60
国资,212
国资委,212
排名,118
Suxiangmao,9
副处长,216
几级,24
申论,90
阅卷,3
座谈,47
座谈会,47
发言,69
妥否,39
纪检员,10
虚职,34
局级,173
口音,5
比例,91
超级,11
请假,40
领导人,52
私事,22
同意,59
国考,456
冲冲,9
兴冲冲,9
45,43
44.2,9
Alicevand,1
备考,10
求,872
指点,181
郭明义,3
中管,21
中央直属机关,40
叫法,2
兵团,61
实在,37
无奈,1
举,1
内地,6
招来,1
环保,67
仕途,18
之变,2
报告会,6
查,44
历史,58
工商,45
登记,10
工商登记,6
财政部,146
薪资,9
好难,5
北部,6
北部湾,6
家人,51
难,60
全靠,11
运气,18
利国,1
生死,1
苟利国家生死以,1
祸福,1
岂因祸福避趋之,1
撕破,18
破脸,18
撕破脸,18
贡献,24
案例,34
父母,27
投靠,24
进京,33
落户,34
zhaixinxin,11
yourpapa,8
一共,5
270,5
多个,29
字头,5
问要,13
egmont,11
shuanggui,10
省直机关,94
lucky00,1
困惑,53
代人,1
现代人,1
不吊,1
五四,1
喊出,1
口号,1
记得,38
硕士,184
非党员,35
外交,166
外交部,147
地区,63
司有,4
四个,12
车号,6
军事,2
准军事,2
军事化,2
准军事化,2
yg0011,2
Pluto1949,2
放,2
robotong,1
t,9
从政,32
厅局,55
厅局级,41
版上,228
rovskin,2
monu,3
正科到,9
时限,1
变长,1
zuzhiweiyuan,10
中有,15
海外,25
存款,5
大郊亭,15
质量,17
负,22
能量,86
阴谋,22
阴谋论,22
人和事,22
几点,38
调,118
局委,31
里,290
设科,7
搬,402
没影,9
影儿,9
没影儿,9
准点,3
下班,20
晚上,86
人太过,5
聪明,24
看透,5
没什么,41
人防,2
防办,2
人防办,2
差额,41
不靠,8
称呼,44
好像,45
去年,43
夏天,1
猝死,1
前,154
沙雕,15
wl,5
员工,225
上级,213
规则,8
潜规则,8
厅长,93
副厅长,58
上海,162
海市,27
上海市,27
上海市委,2
位置,64
法院,120
信息化,48
福利待遇,21
shangni,6
gt72823,2
czcdd,1
代管,1
托管,1
90,94
两男两女,7
码农,10
打算,25
享受,96
一位,68
外,20
白事,4
礼,4
紧急,39
60,68
多岁,19
程雪涛,7
上爬,15
特别,137
独到,3
之处,3
独到之处,3
年轻干部,30
聊点,8
十字,19
路口,19
十字路,19
十字路口,19
选任,4
查档,4
查档案,4
民主,87
周年,17
献礼,2
表述,2
出脱,2
密期,2
一步,68
清华,28
拟任,36
31,27
岁任,4
挂靠,1
证书,10
中央党,61
中央党校,61
调研室,4
学会,17
996,67
原因,28
归咎,21
体质,21
党派,57
民主党,57
民主党派,57
想考,109
公示,128
不解,28
军校,10
警卫,24
警卫团,10
中央警卫团,10
信息中心,47
幕,1
辛江,2
猖狂,2
外国,1
指教,45
国家自然科学基金,5
铁建,25
外部,9
海外部,9
区域,9
总部,362
高管,32
职称,70
省政府,83
司局,135
满编,27
对口,27
近期,57
司,88
特征,23
分析,128
特征分析,23
前辈,134
省局,68
去央企,68
二级,178
二级企业,68
资历,23
指,19
qiaozezheng,3
内部,17
验收,9
专家,47
评审,28
费,9
华融,30
工信,2
京考,103
小兵,209
打入,21
领导核心,16
圈,21
财经,17
经委,15
财经委,15
财经委员会,8
渣,6
故事,61
十大,23
相互,6
参照,59
几天,27
上网,2
落马,30
市里,38
就纪,13
组宣,13
流行,20
63,5
党内,13
警告,13
处分,21
组纪,14
找个,14
巴黎,1
圣母,1
圣母院,1
巴黎圣母院,1
小说,2
名字,25
苦难,2
同学,86
病假,27
哪些方面,10
高层,12
层次,20
高层次,7
典型,13
劫,7
贫济富,7
一条,13
好汉,8
老,142
贷款,35
省真,6
值,2
zhetian,20
路径,5
两种,1
状态,2
广州,49
金控,11
东莞,11
金控算,11
干过,2
骂娘,2
脸上,2
陪笑,2
中专,3
专文,3
文化,30
中专文化,3
本书,4
围炉,2
烤火,2
惹火,2
火烧,2
惹火烧身,2
大部,121
制,76
带来,12
身边,93
姜保红,7
女人,47
冷门,8
热门,23
纪监委,5
每次,11
学历,84
造假,9
一问,5
调离,5
清明,29
清明节,25
去园,3
踏青,3
国管,18
宽松,2
~,41
青椒,18
火线,22
87,49
女同事,72
提成,22
风险,21
高风险,1
群团,2
能当,9
司局长,9
中航,2
工业,2
长城,13
测量,1
龙潭,1
黑龙潭,1
权力,63
慢,12
四川,2
四川省,2
出路,19
不错,35
调入,69
工资待遇,16
本版,178
有群,2
雄安,64
38,111
拟入,26
群众,12
待业,19
多事,16
luoluo888,1
实行,11
向上,2
调整,115
预期,1
亲们,2
感受,23
五大,11
行,30
高级,48
经理,84
副经理,10
中投,4
交流,32
只能,8
跨省,27
安,22
并入,83
从业,2
反感,10
告状,6
zu,2
对外,2
招考,87
哪几,27
哪几个,27
调查,84
南京市,5
纪委书记,25
刘月科,1
熟悉,1
语言,22
不行,44
统治,3
道理,3
没道理,3
国安,2
国安局,1
体,1
视力,4
眼镜,1
戴眼镜,1
lowsir,11
govman,2
本青入,7
北大,69
附中,39
北大附中,39
分校,39
筒子,40
福,39
kunyushi,4
所调,3
航天,51
九院,4
研究所,29
所长,4
听听,88
耍,26
后续,109
国电,14
电厂,14
总经理,31
在线,55
发展前途,65
统战,78
统战部,71
中央统战部,56
政治局,54
区,53
质监,20
质监局,16
某厂,1
户籍,9
外地,24
外地人,3
社科,16
社科院,16
院长,12
补充,9
人数,32
多一些,8
提正科,3
大局,73
网,58
力斗,3
斗争,69
权力斗争,3
衍生,3
衍生品,3
电力,3
电力公司,3
老总,3
主科,44
没干,5
动力,5
i3721pp,2
往年,3
援疆,2
不好,89
二本,26
top2,28
起跑,20
起跑线,20
引进,46
采用,3
批示,5
领导批示,3
概率,123
前不久,3
责人,92
负责人,92
外调,60
查出,27
有个,87
800,16
块钱,16
申报,57
问下,4
行政编制,4
最牛,32
官,84
兄弟,52
姐妹,3
兄弟姐妹,3
放宽,2
40,134
几月,5
月份,26
几月份,5
下岗,31
财政厅,19
还分,3
工人,29
多快好省,2
期限,13
新版,13
党政领导,13
选拔,57
任用,13
条例,22
月,313
日起施,14
善,1
为官,1
怎样才能,16
勿忘,1
心安,10
人行,49
分支,25
分支机构,25
真,94
四年,17
十一,26
十一个,26
十一个月,26
加,75
优秀,194
能套,26
四调,26
朝阳,36
城管,20
监督,75
指挥,18
做官,10
留下,10
墨宝,2
不易,2
有能,2
小学,3
课本,2
作品,2
最快,9
几年,177
银行,239
保险,67
管理局,62
作文,6
参考,14
参考书,11
国办,10
委办局,35
青们,19
支书,27
村支书,27
贪腐,10
殴打,10
亲属,10
敢管,10
宁波,15
情侣,5
开,180
万豪,5
车考,5
这词,27
误解,74
陆续,26
搬迁,29
科技部,135
基础,30
创新,11
国家局,25
司级,147
防沙,1
口罩,1
强,21
天天,26
沙尘,1
尘暴,1
沙尘暴,1
买个,1
头盔,1
未来,80
能分,8
房源,8
新馨园,52
没看,6
懂,130
原则上,13
提副部,6
清蒸,1
元素,1
柔道,5
冠军,5
贪,56
思想,78
境界,7
思想境界,7
含,12
领导职务,24
刚刚,20
高人,76
第十,2
十二,2
二条,2
第十二,2
十二条,2
第十二条,2
解读,33
新入,34
错,17
职数,6
少,17
科满,15
卡,26
羊毛,12
正司级,4
奇葩,47
理顺,5
县委书记,6
变,32
常务,31
校长,2
副校长,2
没退,2
喜欢,94
始终,2
赋值,1
法,10
规划,129
生态,27
环境,39
生态环境,18
家境,75
比得,21
加速,21
速度,21
加速度,21
起点,21
关系不大,21
时间,119
倒流,1
剩余,1
生,26
工委,35
北京市委教育工委,10
入职,20
手续,34
报名,134
报名费,2
怀孕,36
乱讲,8
真多,8
期间,43
区委,48
区委书记,13
走人,13
戏精,2
戏,2
精当,2
太累,2
指导,5
不花,28
一分,38
分钱,37
一分钱,28
科好,1
通信局,1
管委,9
委会,90
管委会,9
挂职,138
稽查,45
总队,25
modun,1
机要,74
机要局,57
这道,1
高考,10
考题,1
高考题,1
答,12
答案,63
略,1
扮演,7
角色,7
演员,7
一模一样,7
龙套,7
跑龙套,7
股份,33
股份制,19
商行,35
城商行,19
税务,123
税务局,52
主义,3
形式,27
形式主义,2
顽疾,1
空间,10
日子,26
混日子,14
算了,10
地产,93
应届生,175
开会,66
早,10
谈话,53
51,2
玩,12
四分,1
四分之一,1
财务,65
财务处,1
跨军,3
正局,3
融资,1
金融资本,1
运营,14
评价,24
中层干部,2
限薪,2
怀着,1
心情,1
恨,7
覆盖,14
共,8
产房,9
居委,4
居委会,4
人当,3
村委,15
村委会,11
市直,34
五矿,12
报社,28
日报社,17
新进,19
差,41
看重,5
感情,13
新兴,1
际华,1
遗忘,1
前段,4
段时间,19
前段时间,4
巡察,12
作人,33
工作人员,33
星期,13
假,107
出国,37
建行,9
行长,15
徐汇,6
审计,106
审计局,14
回应,12
网红,6
流浪,6
流浪汉,6
我局,6
休,9
镇长,71
老师,117
挺,116
学生,43
相残,6
残杀,6
互相残杀,6
海关,145
招录,23
钱,179
挂,9
调过,7
调过去,7
发展前景,93
一路,6
鸡汤,1
中央委员,10
修订,37
中华,16
华人,8
共和,8
共和国,8
中华人民共和国,8
日,18
七省,4
均,114
下降,33
合计,4
少招,4
14979,4
镇政府,3
乡镇政府,3
编会,11
纳入,18
规范,22
研究生,145
我要,47
私人,15
可靠,4
是我太,87
人情,74
太多,1
全日,1
全日制,1
情,5
何以堪,1
引进人才,1
落,1
出处,23
查询,14
农业,52
农业发展银行,13
省网,5
信办,5
老大,32
老大哥,5
技巧,41
辽宁,28
痛苦,18
认可,77
百克,5
力,5
查完,5
到达,1
彼岸,1
方见,1
想想,27
真是太,1
惨,9
不忍,2
回首,1
好久,26
不见,26
好久不见,26
多长,10
长时间,10
多长时间,10
同行,5
平时,6
提高,25
读些,6
装,40
经济,121
业务,195
体验,11
外越,9
想象,24
黑暗,9
政法,80
政法委,67
女婿,16
过来人,56
介绍,27
经验,51
不忘,11
初心,12
我觉,8
1921,8
纲领,8
党的纲领,8
非领导职务,35
差别,54
更大,19
部队,164
不多,33
多不多,3
初,6
县级市,10
冯巩,27
民革,25
主席,75
干警,3
人均,26
增加,17
300,41
模拟,13
文科,5
精神,18
专科,11
院校,11
处处长,17
下定,8
感谢,31
党,66
诚通,1
生存,27
边疆,3
民族,18
少数民族,6
聚居,3
聚居地,3
国管局,108
审核,35
时能,9
家庭,207
名下,9
养老,49
养老保险,33
转移,5
83,46
刘凯,23
分析师,23
许,32
营长,18
提副科,32
转成,20
卖力,5
省会,102
旁边,2
县,169
有无,2
有无必要,2
考去,2
外派,1
型,1
慎重,15
更名,6
涨,72
开车,59
教育厅,19
考博,18
没读,4
一年制,4
亏了,4
结束,28
改个,10
国政,22
政协,96
全国政协,22
几号,1
粉饰,12
公共,13
信用,4
应急,109
地方税,16
地方税务局,16
上课,1
老师上课,1
某团,1
司令,1
连长,1
腐败,1
合集,24
央企算,1
高校,123
卖房,6
文职人员,47
不爽,22
被迫,22
小鸡,31
肚肠,31
小鸡肚肠,31
GO2SIBS,4
书同文,1
车同轨,1
始皇,1
时期,1
治理,2
夫妻,167
照顾,13
禁止,7
公安,295
公安系统,27
人民银行,84
营业,13
管理部,69
锻炼,2
写作,11
写作能力,2
手,64
不到,46
看不到,3
规划局,29
qbzjhappy,3
龙江,18
黑龙江,18
鹤岗,7
鹤岗市,7
招警,7
获,7
一车,7
一房,7
途径,32
36,24
如何是好,31
诚,6
旸,6
有限,24
有限公司,9
悲剧,20
好好,10
一本,2
工学,2
艺术,35
十几,36
十几年,36
前得,5
结核,5
早已,5
治愈,5
体检中心,5
43,51
吉林,56
法官,32
程龙,32
南下,32
区属,64
典礼,4
毕业典礼,4
晚会,4
版友,26
我该,6
表演,4
开发,16
开发区,13
和央企,8
住房补贴,49
能进,43
将来,51
80%,43
副局级,52
借调,170
中组部,53
直,66
youanthe,1
跨,12
交办,13
多久,151
中青,18
中青班,18
人大,110
代表,60
人大代表,27
回原,2
qiaoshuji,14
trumanshow,1
两会,109
初任,4
总支,1
党总支,1
选举,27
热火,1
热火朝天,1
资金,42
资金不足,18
要发,18
咖,10
发表,113
到市,4
稿子,6
删除,4
李达康,17
把握,11
有把握,4
省长,99
大幅,136
调薪,110
论文,7
有加,3
我会,10
哭,26
考市,1
相关,22
适合,131
总行,126
派驻,16
农家,1
家子,1
子弟,1
农家子弟,1
比不上,20
想当年,11
意气,11
风发,11
意气风发,11
搞懂,10
事务,169
参和到,10
这事,10
这事里,10
扯淡,2
whiho,4
光环,19
婚姻,70
不建个,18
群,22
官大,33
群主,18
岂,46
不美哉,18
本硕码,6
农,40
通信工程,21
得罪,44
干部人事,41
活真,10
没劲,10
年终奖,79
完美,12
处有,8
但空,8
cclhyw,1
打工,1
一辈,37
辈子,64
一辈子,26
挣,30
18,61
太原,1
国土局,1
停职,1
bat,63
司法,72
法部,27
司法部,27
恶心,11
坏,5
17,26
迁入,20
一道,106
题,122
闲,21
出版,71
出版社,12
参与,17
排队,23
成立,36
科室,4
